element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""244.9407""","=""0.0006""","=""244.938586""","=""0.000004""","=""2""","=""""",,"=""163299.5616""","=""204113.7598""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""245.0541""","=""0.0006""","=""245.054181""","=""0.000003""","=""1""","=""""",,"=""158730.2995""","=""199525.2465""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,4,"=""245.258""","=""0.005""","=""245.2586""","=""0.0021""","=""4""","=""""",,"=""250902.16""","=""291663.1""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L4489""",
Ar,2,"=""245.27441""","=""0.00010""","=""245.274434""","=""0.000003""","=""6?""","=""""",,"=""159393.3850""","=""200151.7014""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""245.42618""","=""0.00001""","=""245.426182""","=""0.000003""","=""316""","=""""",,"=""161048.7411""","=""201781.8583""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""5/2""",,"=""""","=""L11520""",
Ar,3,"=""245.463""","=""0.005""","=""245.4628""","=""0.0024""","=""6""","=""""",,"=""231342.1658""","=""272069.2""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3S*""","=""1""",,"=""""","=""L7492""",
Ar,2,"=""245.50667""","=""0.00001""","=""245.506670""","=""0.000003""","=""50""","=""""",,"=""172213.8798""","=""212933.6439""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).6s""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""245.51437""","=""0.00003""","=""245.514410""","=""0.000004""","=""14""","=""""",,"=""172213.8798""","=""212932.3602""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).6s""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""245.5235""","=""0.0006""","=""245.523104""","=""0.000003""","=""1""","=""""",,"=""159393.3850""","=""200110.4236""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""245.5628""","=""0.0006""","=""245.563133""","=""0.000003""","=""1""","=""""",,"=""158428.1087""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""245.62654""","=""0.00005""","=""245.626488""","=""0.000003""","=""9""","=""""",,"=""159706.5337""","=""200406.4358""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""245.661""","=""0.004""","=""245.658467""","=""0.000003""","=""1bl?""","=""""",,"=""150474.9903""","=""191169.5946""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""245.7525""","=""0.0006""","=""245.752296""","=""0.000003""","=""1""","=""""",,"=""154204.0240""","=""194883.0921""","=""3s2.3p4.(1D).3d""","=""2G""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""245.79510""","=""0.00014""","=""245.795055""","=""0.000003""","=""10bl""","=""""",,"=""161048.7411""","=""201720.7331""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""245.9601""","=""0.0006""","=""245.959447""","=""0.000003""","=""1?""","=""""",,"=""158167.7999""","=""198812.6100""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""245.99521""","=""0.00001""","=""245.995209""","=""0.000003""","=""40""","=""""",,"=""159393.3850""","=""200032.2867""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""246.06409""","=""0.00004""","=""246.064077""","=""0.000004""","=""9""","=""""",,"=""163506.5368""","=""204134.0653""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""246.1203""","=""0.0006""","=""246.118087""","=""0.000003""","=""1*""","=""""",,"=""163299.5616""","=""203918.1752""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P).6p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""246.1203""","=""0.0006""","=""246.120840""","=""0.000005""","=""1*""","=""""",,"=""154204.0240""","=""194822.1833""","=""3s2.3p4.(1D).3d""","=""2G""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""246.2553""","=""0.0006""","=""246.253725""","=""0.000003""","=""1""","=""""",,"=""154204.0240""","=""194800.2662""","=""3s2.3p4.(1D).3d""","=""2G""","=""7/2""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""246.2998""","=""0.0012""","=""246.299855""","=""0.000003""","=""2bl""","=""""",,"=""159393.3850""","=""199982.0244""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""246.42553""","=""0.00006""","=""246.42566""","=""0.00004""","=""5""","=""""",,"=""226504.1601""","=""267072.080""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""4""",,"=""""","=""L11520""",
Ar,3,"=""246.462""","=""0.004""","=""246.45700""","=""0.00004""","=""5""","=""""",,"=""231627.364""","=""272190.126""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).5s""","=""3D*""","=""2""",,"=""""","=""L7491""",
Ar,3,"=""246.6084""","=""0.0020""","=""246.60371""","=""0.00003""","=""1""","=""""",,"=""227244.1715""","=""267782.803""","=""3s2.3p3.(2D*).4p""","=""1F""","=""3""","=""3s2.3p3.(2D*).4d""","=""3G*""","=""3""",,"=""""","=""L9366""",
Ar,2,"=""246.612""","=""0.004""","=""246.610993""","=""0.000003""","=""1bl?""","=""""",,"=""150474.9903""","=""191012.4246""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""246.710""","=""0.005""","=""246.70649""","=""0.00003""","=""3""","=""""",,"=""226357.0086""","=""266878.753""","=""3s2.3p3.(2D*).4p""","=""3F""","=""2""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""3""",,"=""""","=""L7492""",
Ar,2,"=""246.755""","=""0.002""","=""246.756030""","=""0.000003""","=""0""","=""""",,"=""155351.1206""","=""195864.7296""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""","=""3s2.3p4.(1D).5s""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""246.830""","=""0.004""","=""246.82490""","=""0.00006""","=""2""","=""""",,"=""231627.364""","=""272129.669""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).5s""","=""3D*""","=""1""",,"=""""","=""L7491""",
Ar,3,"=""246.86732""","=""0.00004""","=""246.86733""","=""0.00004""","=""10""","=""""",,"=""243425.7974""","=""283921.143""","=""3s2.3p3.(2P*).4p""","=""3P""","=""2""","=""3s2.3p3.(2P*).4d""","=""3D*""","=""3""",,"=""""","=""L11520""",
Ar,2,"=""246.9876""","=""0.0006""","=""246.987739""","=""0.000003""","=""2""","=""""",,"=""149179.2444""","=""189654.8487""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""247.03580""","=""0.00004""","=""247.035792""","=""0.000003""","=""10""","=""""",,"=""150474.9903""","=""190942.7220""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2S*""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""247.174""","=""0.002""","=""247.173621""","=""0.000003""","=""0.5""","=""""",,"=""159706.5337""","=""200151.7014""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""247.192""","=""0.005""","=""247.1940""","=""0.0024""","=""6""","=""""",,"=""231627.364""","=""272069.2""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).4d""","=""3S*""","=""1""",,"=""""","=""L7492""",
Ar,3,"=""247.29445""","=""0.00002""","=""247.29449""","=""0.00004""","=""22""","=""""",,"=""226646.6786""","=""267072.080""","=""3s2.3p3.(2D*).4p""","=""3F""","=""4""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""4""",,"=""""","=""L11520""",
Ar,2,"=""247.39968""","=""0.00001""","=""247.399697""","=""0.000003""","=""59""","=""""",,"=""158730.2995""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""247.42615""","=""0.00006""","=""247.426158""","=""0.000003""","=""6""","=""""",,"=""159706.5337""","=""200110.4236""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,3,"=""247.5212""","=""0.0020""","=""247.51998""","=""0.00007""","=""2""","=""""",,"=""199763.4147""","=""240151.990""","=""3s2.3p3.(2D*).4s""","=""1D*""","=""2""","=""3s2.3p3.(2P*).4p""","=""3D""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""247.54595""","=""0.00001""","=""247.545950""","=""0.000003""","=""51""","=""""",,"=""160239.4280""","=""200623.7672""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L11520""",
Ar,3,"=""247.610""","=""0.005""","=""247.60571""","=""0.00003""","=""7""","=""""",,"=""226504.1601""","=""266878.753""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""3""",,"=""""","=""L7492""",
Ar,3,"=""247.65290""","=""0.00004""","=""247.65283""","=""0.00003""","=""10""","=""""",,"=""226357.0086""","=""266723.920""","=""3s2.3p3.(2D*).4p""","=""3F""","=""2""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""247.671""","=""0.002""","=""247.673363""","=""0.000003""","=""0.5""","=""""",,"=""150147.7021""","=""190511.2674""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""247.6970""","=""0.0006""","=""247.697019""","=""0.000003""","=""2""","=""""",,"=""150147.7021""","=""190507.4128""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""247.87619""","=""0.00004""","=""247.87613""","=""0.00006""","=""6""","=""""",,"=""231342.1658""","=""271672.715""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""247.90562""","=""0.00001""","=""247.905616""","=""0.000003""","=""78""","=""""",,"=""159706.5337""","=""200032.2867""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""247.976""","=""0.005""","=""247.9757""","=""0.0025""","=""3""","=""""",,"=""231754.836""","=""272069.2""","=""3s2.3p3.(2D*).4p""","=""3P""","=""0""","=""3s2.3p3.(2D*).4d""","=""3S*""","=""1""",,"=""""","=""L7492""",
Ar,2,"=""248.04633""","=""0.00002""","=""248.046345""","=""0.000003""","=""28""","=""""",,"=""161048.7411""","=""201351.6169""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""248.08527""","=""0.00001""","=""248.085278""","=""0.000003""","=""155""","=""""",,"=""161048.7411""","=""201345.2925""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""248.14745""","=""0.00001""","=""248.147431""","=""0.000003""","=""65""","=""""",,"=""159393.3850""","=""199679.8440""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""248.21505""","=""0.00001""","=""248.215015""","=""0.000003""","=""36""","=""""",,"=""159706.5337""","=""199982.0244""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""248.3225""","=""0.0006""","=""248.322707""","=""0.000003""","=""2""","=""""",,"=""150474.9903""","=""190733.0156""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""1/2""",,"=""""","=""L14821""",
Ar,3,"=""248.41045""","=""0.00009""","=""248.41053""","=""0.00006""","=""5""","=""3.0e+07""",E,"=""186402.885""","=""226646.6786""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""4""","=""3s2.3p3.(2D*).4p""","=""3F""","=""4""",,"=""T1619CA,LS""","=""L11520""",
Ar,3,"=""248.487""","=""0.005""","=""248.48289""","=""0.00003""","=""2""","=""""",,"=""226646.6786""","=""266878.753""","=""3s2.3p3.(2D*).4p""","=""3F""","=""4""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""3""",,"=""""","=""L7492""",
Ar,3,"=""248.563""","=""0.005""","=""248.55898""","=""0.00003""","=""2""","=""""",,"=""226504.1601""","=""266723.920""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""2""",,"=""""","=""L7492""",
Ar,2,"=""248.6906""","=""0.0006""","=""248.690645""","=""0.000003""","=""3""","=""""",,"=""148842.4674""","=""189040.9351""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""248.88577""","=""0.00003""","=""248.88580""","=""0.00004""","=""16""","=""""",,"=""231342.1658""","=""271509.116""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""249.10343""","=""0.00001""","=""249.103422""","=""0.000003""","=""37""","=""""",,"=""159393.3850""","=""199525.2465""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""249.20149""","=""0.00002""","=""249.201502""","=""0.000004""","=""27""","=""""",,"=""172816.2926""","=""212932.3602""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).6s""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""249.295""","=""0.004""","=""249.29343""","=""0.00006""","=""3""","=""2.5e+06""",E,"=""186402.885""","=""226504.1601""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""4""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""",,"=""T1619CA,LS""","=""L7491""",
Ar,2,"=""249.41164""","=""0.00012""","=""249.411392""","=""0.000003""","=""9bl*""","=""""",,"=""158730.2995""","=""198812.6100""","=""3s2.3p4.(3P).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""249.41164""","=""0.00012""","=""249.411571""","=""0.000003""","=""9bl*""","=""""",,"=""151087.3128""","=""191169.5946""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""249.48515""","=""0.00009""","=""249.48515""","=""0.00009""","=""5""","=""""",,"=""231627.364""","=""271697.825""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""0""",,"=""""","=""L11520""",
Ar,2,"=""249.5920""","=""0.0006""","=""249.592415""","=""0.000004""","=""2""","=""""",,"=""159393.3850""","=""199446.6269""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""1/2""",,"=""""","=""L14821""",
Ar,3,"=""249.640""","=""0.005""","=""249.64160""","=""0.00006""","=""5""","=""""",,"=""231627.364""","=""271672.715""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",,"=""""","=""L7492""",
Ar,4,"=""249.698""","=""0.003""","=""249.6980""","=""0.0022""","=""1""","=""""",,"=""250215.2""","=""290251.5""","=""3s2.3p2.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""249.72217""","=""0.00006""","=""249.722228""","=""0.000003""","=""8""","=""""",,"=""150474.9903""","=""190507.4128""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""249.95264""","=""0.00005""","=""249.952592""","=""0.000003""","=""10""","=""""",,"=""160239.4280""","=""200234.9579""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2F""","=""5/2""",,"=""""","=""L11520""",
Ar,3,"=""249.996""","=""0.004""","=""249.99661""","=""0.00013""","=""1""","=""2.0e+06""",E,"=""186658.19""","=""226646.6786""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3F""","=""4""",,"=""T1619CA,LS""","=""L7491""",
Ar,2,"=""250.03950""","=""0.00001""","=""250.039504""","=""0.000005""","=""76""","=""""",,"=""161048.7411""","=""201030.3698""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""250.18360""","=""0.00002""","=""250.183628""","=""0.000003""","=""22""","=""""",,"=""150147.7021""","=""190106.3000""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""250.3016""","=""0.0020""","=""250.29687""","=""0.00003""","=""1""","=""""",,"=""200317.933""","=""240258.453""","=""3s2.3p3.(2P*).3d""","=""1F*""","=""3""","=""3s2.3p3.(2P*).4p""","=""3D""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""250.39345""","=""0.00003""","=""250.393477""","=""0.000003""","=""19""","=""""",,"=""151087.3128""","=""191012.4246""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""250.43877""","=""0.00005""","=""250.43885""","=""0.00006""","=""7""","=""""",,"=""231754.836""","=""271672.715""","=""3s2.3p3.(2D*).4p""","=""3P""","=""0""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""250.47397""","=""0.00004""","=""250.474026""","=""0.000003""","=""14""","=""""",,"=""160239.4280""","=""200151.7014""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""250.66580""","=""0.00006""","=""250.66573""","=""0.00004""","=""6""","=""""",,"=""231627.364""","=""271509.116""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""","=""3s2.3p3.(2D*).4d""","=""3P*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""250.73338""","=""0.00003""","=""250.733355""","=""0.000003""","=""19""","=""""",,"=""160239.4280""","=""200110.4236""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""250.8548""","=""0.0006""","=""250.854758""","=""0.000004""","=""1""","=""""",,"=""163299.5616""","=""203151.2627""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""","=""3s2.3p4.(1D).5p""","=""2F*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""250.891""","=""0.004""","=""250.89084""","=""0.00013""","=""3""","=""2.6e+07""",E,"=""186658.19""","=""226504.1601""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""",,"=""T1619CA,LS""","=""L7491""",
Ar,3,"=""251.0104""","=""0.0020""","=""251.00463""","=""0.00004""","=""1""","=""""",,"=""227244.1715""","=""267072.080""","=""3s2.3p3.(2D*).4p""","=""1F""","=""3""","=""3s2.3p3.(2D*).4d""","=""3F*""","=""4""",,"=""""","=""L9366""",
Ar,2,"=""251.06265""","=""0.00006""","=""251.062596""","=""0.000003""","=""8""","=""""",,"=""159706.5337""","=""199525.2465""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""251.22572""","=""0.00002""","=""251.225727""","=""0.000003""","=""21""","=""""",,"=""160239.4280""","=""200032.2867""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,4,"=""251.329""","=""0.003""","=""251.3281""","=""0.0017""","=""12""","=""""",,"=""251967.35""","=""291744.0""","=""3s2.3p2.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""251.52741""","=""0.00002""","=""251.527464""","=""0.000003""","=""28""","=""""",,"=""159393.3850""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,8,"=""251.55""","=""0.03""","=""251.53""","=""0.07""","=""""","=""""",,"=""1047116.""","=""1086860.""","=""2p6.8f""","=""2F*""","=""7/2""","=""2p6.10g""","=""2G""","=""9/2""",,"=""""","=""L11180""",
Ar,2,"=""251.55932""","=""0.00001""","=""251.559318""","=""0.000004""","=""59""","=""""",,"=""159706.5337""","=""199446.6269""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""251.67888""","=""0.00001""","=""251.678876""","=""0.000004""","=""132""","=""""",,"=""150474.9903""","=""190196.2066""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""",,"=""""","=""L11520""",
Ar,4,"=""251.721""","=""0.003""","=""251.722""","=""0.003""","=""10""","=""""",,"=""256087.8""","=""295802.2""","=""3s2.3p2.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L11418""",
Ar,3,"=""251.826""","=""0.004""","=""251.82088""","=""0.00013""","=""2""","=""3.4e+06""",E,"=""186658.19""","=""226357.0086""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3F""","=""2""",,"=""T1619CA,LS""","=""L7491""",
Ar,4,"=""251.838""","=""0.003""","=""251.8403""","=""0.0023""","=""6""","=""""",,"=""251967.35""","=""291663.1""","=""3s2.3p2.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L11418""",
Ar,2,"=""252.24986""","=""0.00001""","=""252.249867""","=""0.000003""","=""32""","=""""",,"=""150474.9903""","=""190106.3000""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""252.448""","=""0.004""","=""252.44847""","=""0.00012""","=""1""","=""2.5e+06""",E,"=""186904.026""","=""226504.1601""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""",,"=""T1619CA,LS""","=""L7491""",
Ar,2,"=""252.54032""","=""0.00004""","=""252.540343""","=""0.000003""","=""12""","=""""",,"=""173347.9158""","=""212933.6439""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).6s""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""252.54852""","=""0.00001""","=""252.548534""","=""0.000004""","=""56""","=""""",,"=""173347.9158""","=""212932.3602""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1D).6s""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,4,"=""252.563""","=""0.003""","=""252.562""","=""0.003""","=""10""","=""""",,"=""256087.8""","=""295670.2""","=""3s2.3p2.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""1/2""",,"=""""","=""L11418""",
Ar,2,"=""252.6076""","=""0.0006""","=""252.608641""","=""0.000003""","=""2""","=""""",,"=""161048.7411""","=""200623.7672""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""252.83128""","=""0.00001""","=""252.831287""","=""0.000003""","=""87""","=""""",,"=""173393.4658""","=""212933.6439""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(1D).6s""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""252.86835""","=""0.00002""","=""252.868353""","=""0.000003""","=""30""","=""""",,"=""161089.3846""","=""200623.7672""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L11520""",
