element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,7,"=""50.093""","=""0.003""","=""50.0904""","=""0.0015""","=""60""","=""""",,"=""669410.""","=""869049.""","=""3d2""","=""3P""","=""2""","=""3p.5s""","=""3P*""","=""2""",,"=""""","=""L12090""",
Ar,7,"=""50.109""","=""0.002""","=""50.1072""","=""0.0007""","=""60q""","=""""",,"=""170722.""","=""370294.0""","=""3s.3p""","=""1P*""","=""1""","=""3s.3d""","=""1D""","=""2""",,"=""""","=""L7294""",
Ar,2,"=""50.1184""","=""0.0003""","=""50.11897078""","=""0.00000023""","=""0.5""","=""""",,"=""0.0000""","=""199525.2465""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,2,"=""50.140""","=""0.002""","=""50.1387271""","=""0.0000003""","=""1""","=""""",,"=""0.0000""","=""199446.6269""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""1/2""",,"=""""","=""L3263""",
Ar,2,"=""50.1993""","=""0.0003""","=""50.20277299""","=""0.00000023""","=""0""","=""""",,"=""1431.5831""","=""200623.7672""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,2,"=""50.2157""","=""0.0003""","=""50.21630407""","=""0.00000020""","=""1""","=""""",,"=""0.0000""","=""199138.5106""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L16202""",
Ar,3,"=""50.3390""","=""0.0020""","=""50.339478""","=""0.000005""","=""3""","=""""",,"=""1112.17""","=""199763.4147""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).4s""","=""1D*""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""50.3649""","=""0.0003""","=""50.36503538""","=""0.00000023""","=""0.5""","=""""",,"=""1431.5831""","=""199982.0244""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,2,"=""50.480""","=""0.002""","=""50.48117051""","=""0.00000023""","=""1""","=""""",,"=""1431.5831""","=""199525.2465""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L3263""",
Ar,2,"=""50.5013""","=""0.0003""","=""50.5012135""","=""0.0000003""","=""0.5""","=""""",,"=""1431.5831""","=""199446.6269""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,7,"=""50.583""","=""0.003""","=""50.5846""","=""0.0013""","=""80""","=""""",,"=""517105.4""","=""714794.""","=""3p.3d""","=""1P*""","=""1""","=""3s.5s""","=""1S""","=""0""",,"=""""","=""L12090""",
Ar,3,"=""50.6200""","=""0.0020""","=""50.61881""","=""0.00004""","=""3""","=""""",,"=""14010.00""","=""211565.03""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""",,"=""""","=""L9366""",
Ar,7,"=""50.632""","=""0.003""","=""50.632""","=""0.003""","=""40""","=""""",,"=""669366.""","=""866869.""","=""3d2""","=""3P""","=""1""","=""3p.5s""","=""3P*""","=""0""",,"=""""","=""L12090""",
Ar,3,"=""50.7480""","=""0.0020""","=""50.747573""","=""0.000021""","=""6""","=""""",,"=""14010.00""","=""211063.760""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).4s""","=""1P*""","=""1""",,"=""""","=""L9366""",
Ar,3,"=""50.7623""","=""0.0002""","=""50.76257""","=""0.00004""","=""25""","=""""",,"=""14010.00""","=""211005.56""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""",,"=""""","=""L11588""",
Ar,9,"=""50.7696""","=""0.0010""","=""50.7684""","=""0.0006""","=""20""","=""""",,"=""2169967.2""","=""2366940.""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""3F*""","=""2""",,"=""""","=""L11815""",
Ar,3,"=""50.84390""","=""0.00010""","=""50.843792""","=""0.000004""","=""450""","=""""",,"=""0.000""","=""196680.8461""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""3""",,"=""""","=""L8114""",
Ar,3,"=""50.8607""","=""0.0002""","=""50.860764""","=""0.000004""","=""300""","=""""",,"=""0.000""","=""196615.2125""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""2""",,"=""""","=""L11588""",
Ar,3,"=""50.8668""","=""0.0002""","=""50.867123""","=""0.000004""","=""180""","=""""",,"=""0.000""","=""196590.6352""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""1""",,"=""""","=""L11588""",
Ar,7,"=""50.883""","=""0.003""","=""50.8815""","=""0.0009""","=""12q""","=""""",,"=""472875.""","=""669410.""","=""3p.3d""","=""3P*""","=""1""","=""3d2""","=""3P""","=""2""",,"=""""","=""L11915""",
Ar,6,"=""50.8830""","=""0.0010""","=""50.8830""","=""0.0011""","=""8""","=""""",,"=""132462.7""","=""328992.""","=""3s.3p2""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L11052""",
Ar,7,"=""50.890""","=""0.003""","=""50.8929""","=""0.0007""","=""12bl""","=""""",,"=""472875.""","=""669366.""","=""3p.3d""","=""3P*""","=""1""","=""3d2""","=""3P""","=""1""",,"=""""","=""L11915""",
Ar,6,"=""50.8910""","=""0.0010""","=""50.8912""","=""0.0005""","=""8""","=""""",,"=""132462.7""","=""328960.4""","=""3s.3p2""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L11052""",
Ar,6,"=""50.912""","=""0.002""","=""50.9120""","=""0.0011""","=""4bl""","=""""",,"=""132574.7""","=""328992.""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L11052""",
Ar,7,"=""50.912""","=""0.003""","=""50.9139""","=""0.0009""","=""9bl""","=""""",,"=""472875.""","=""669285.""","=""3p.3d""","=""3P*""","=""1""","=""3d2""","=""3P""","=""0""",,"=""""","=""L11915""",
Ar,6,"=""50.9200""","=""0.0010""","=""50.9202""","=""0.0006""","=""8""","=""""",,"=""132574.7""","=""328960.4""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L11052""",
Ar,9,"=""51.0148""","=""0.0005""","=""51.0156""","=""0.0006""","=""50""","=""""",,"=""2170921.7""","=""2366940.""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""3F*""","=""2""",,"=""""","=""L11815""",
Ar,2,"=""51.0554""","=""0.0003""","=""51.05564448""","=""0.00000021""","=""1""","=""""",,"=""0.0000""","=""195864.7296""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).5s""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,7,"=""51.1370""","=""0.0010""","=""51.1362""","=""0.0012""","=""3""","=""""",,"=""473810.""","=""669366.""","=""3p.3d""","=""3P*""","=""0""","=""3d2""","=""3P""","=""1""",,"=""""","=""L11915""",
Ar,3,"=""51.15018""","=""0.00010""","=""51.150099""","=""0.000005""","=""300""","=""""",,"=""1112.17""","=""196615.2125""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""2""",,"=""""","=""L8114""",
Ar,3,"=""51.15675""","=""0.00010""","=""51.156530""","=""0.000005""","=""180""","=""""",,"=""1112.17""","=""196590.6352""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""1""",,"=""""","=""L8114""",
Ar,5,"=""51.1890""","=""0.0010""","=""51.18868""","=""0.00018""","=""2""","=""""",,"=""0.000""","=""195355.7""","=""3s2.3p2""","=""3P""","=""0""","=""3s.3p3""","=""1P*""","=""1""",,"=""""","=""L11501""",
Ar,8,"=""51.20""","=""0.05""","=""51.269""","=""0.003""","=""6*""","=""""",,"=""875329.""","=""1070380.""","=""2p6.5f""","=""2F*""","=""5/2""","=""2p6.9g""","=""2G""","=""7/2""",,"=""""","=""L16083""",
Ar,8,"=""51.20""","=""0.05""","=""51.274""","=""0.004""","=""6*""","=""""",,"=""875349.""","=""1070380.""","=""2p6.5f""","=""2F*""","=""7/2""","=""2p6.9g""","=""2G""","=""9/2""",,"=""""","=""L16083""",
Ar,3,"=""51.2765""","=""0.0002""","=""51.276686""","=""0.000005""","=""180""","=""""",,"=""1570.23""","=""196590.6352""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""1""",,"=""""","=""L11588""",
Ar,7,"=""51.336""","=""0.003""","=""51.3388""","=""0.0014""","=""20""","=""""",,"=""517105.4""","=""711890.""","=""3p.3d""","=""1P*""","=""1""","=""3p.4p""","=""3P""","=""2""",,"=""""","=""L12090""",
Ar,5,"=""51.3889""","=""0.0002""","=""51.38945""","=""0.00018""","=""50""","=""""",,"=""763.236""","=""195355.7""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""1P*""","=""1""",,"=""""","=""L11588""",
Ar,8,"=""51.40""","=""0.05""","=""51.478""","=""0.004""","=""14""","=""""",,"=""876019.""","=""1070277.""","=""2p6.5g""","=""2G""","=""9/2""","=""2p6.9f""","=""2F*""","=""7/2""",,"=""""","=""L16083""",
Ar,2,"=""51.4310""","=""0.0003""","=""51.43099883""","=""0.00000024""","=""1""","=""""",,"=""1431.5831""","=""195866.8503""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).5s""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,6,"=""51.6860""","=""0.0010""","=""51.6861""","=""0.0006""","=""4""","=""""",,"=""182182.1""","=""375657.8""","=""3s.3p2""","=""2P""","=""1/2""","=""3s.3p.(3P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L11052""",
Ar,5,"=""51.7254""","=""0.0002""","=""51.72585""","=""0.00019""","=""25""","=""""",,"=""2028.76""","=""195355.7""","=""3s2.3p2""","=""3P""","=""2""","=""3s.3p3""","=""1P*""","=""1""",,"=""""","=""L11588""",
Ar,3,"=""51.7560""","=""0.0020""","=""51.753672""","=""0.000021""","=""6""","=""""",,"=""14010.00""","=""207233.003""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""2""",,"=""""","=""L9366""",
Ar,9,"=""51.7672""","=""0.0005""","=""51.7671""","=""0.0006""","=""85""","=""""",,"=""2189204.6""","=""2382377.6""","=""2s2.2p5.3p""","=""1P""","=""1""","=""2s2.2p5.3d""","=""1D*""","=""2""",,"=""""","=""L11815""",
Ar,2,"=""51.8910""","=""0.0003""","=""51.8908889""","=""0.0000006""","=""1""","=""""",,"=""0.0000""","=""192712.058""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,2,"=""51.9329""","=""0.0003""","=""51.9326966""","=""0.0000003""","=""1""","=""""",,"=""0.0000""","=""192556.9179""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,8,"=""51.9436""","=""0.0007""","=""51.9443""","=""0.0008""","=""""","=""6.3e+09""",C,"=""140095.""","=""332609.""","=""2p6.3p""","=""2P*""","=""1/2""","=""2p6.3d""","=""2D""","=""3/2""",,"=""T1002,LS""","=""L6973""",
Ar,7,"=""52.011""","=""0.003""","=""52.028""","=""0.003""","=""20""","=""""",,"=""635295.""","=""827501.""","=""3s.4d""","=""1D""","=""2""","=""3s.6p""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,6,"=""52.0610""","=""0.0010""","=""52.0615""","=""0.0006""","=""4""","=""""",,"=""183577.3""","=""375657.8""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(3P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L11052""",
Ar,9,"=""52.1478""","=""0.0010""","=""52.1474""","=""0.0006""","=""30""","=""""",,"=""2169967.2""","=""2361731.2""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""3F*""","=""3""",,"=""""","=""L11815""",
Ar,5,"=""52.20940""","=""0.00020""","=""52.20929""","=""0.00019""","=""150""","=""""",,"=""0.000""","=""191536.8""","=""3s2.3p2""","=""3P""","=""0""","=""3s.3p3""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,2,"=""52.2791""","=""0.0003""","=""52.2792512""","=""0.0000006""","=""1""","=""""",,"=""1431.5831""","=""192712.058""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,4,"=""52.3260""","=""0.0010""","=""52.32578""","=""0.00012""","=""6""","=""""",,"=""35032.4""","=""226142.8""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""5/2""",,"=""""","=""L11418""",
Ar,7,"=""52.3640""","=""0.0010""","=""52.3656""","=""0.0010""","=""3""","=""""",,"=""475585.""","=""666550.""","=""3p.3d""","=""3D*""","=""2""","=""3d2""","=""1D""","=""2""",,"=""""","=""L11915""",
Ar,9,"=""52.4079""","=""0.0005""","=""52.4083""","=""0.0006""","=""150""","=""""",,"=""2170921.7""","=""2361731.2""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""3F*""","=""3""",,"=""""","=""L11815""",
Ar,5,"=""52.41817""","=""0.00020""","=""52.41816""","=""0.00019""","=""250""","=""""",,"=""763.236""","=""191536.8""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,3,"=""52.4329""","=""0.0002""","=""52.43333""","=""0.00004""","=""25""","=""""",,"=""14010.00""","=""204728.39""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,2,"=""52.4683""","=""0.0003""","=""52.4680359""","=""0.0000003""","=""1""","=""""",,"=""0.0000""","=""190592.2306""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,7,"=""52.4880""","=""0.0010""","=""52.4878""","=""0.0007""","=""6""","=""""",,"=""517105.4""","=""707626.""","=""3p.3d""","=""1P*""","=""1""","=""3d2""","=""1S""","=""0""",,"=""""","=""L11915""",
Ar,9,"=""52.5760""","=""0.0005""","=""52.5753""","=""0.0007""","=""90""","=""""",,"=""2176736.6""","=""2366940.""","=""2s2.2p5.3p""","=""3D""","=""1""","=""2s2.2p5.3d""","=""3F*""","=""2""",,"=""""","=""L11815""",
Ar,9,"=""52.5970""","=""0.0010""","=""52.5971""","=""0.0006""","=""20""","=""""",,"=""2195049.5""","=""2385174.0""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.3d""","=""3D*""","=""2""",,"=""""","=""L11815""",
Ar,8,"=""52.6466""","=""0.0007""","=""52.6466""","=""0.0007""","=""""","=""7.2e+09""",C,"=""142808.2""","=""332754.""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""5/2""",,"=""T1002,LS""","=""L6973""",
Ar,2,"=""52.6497""","=""0.0003""","=""52.6496926""","=""0.0000003""","=""1""","=""""",,"=""0.0000""","=""189934.6322""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,4,"=""52.6600""","=""0.0010""","=""52.65935""","=""0.00010""","=""5""","=""""",,"=""34854.6""","=""224754.4""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L11418""",
Ar,8,"=""52.6870""","=""0.0007""","=""52.6868""","=""0.0007""","=""""","=""1.2e+09""",D,"=""142808.2""","=""332609.""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.3d""","=""2D""","=""3/2""",,"=""T1002,LS""","=""L6973""",
Ar,4,"=""52.7090""","=""0.0010""","=""52.70870""","=""0.00010""","=""6""","=""""",,"=""35032.4""","=""224754.4""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L11418""",
Ar,9,"=""52.7108""","=""0.0005""","=""52.7108""","=""0.0006""","=""180""","=""""",,"=""2195049.5""","=""2384764.""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.3d""","=""3D*""","=""3""",,"=""""","=""L11815""",
Ar,5,"=""52.7685""","=""0.0002""","=""52.76821""","=""0.00020""","=""300""","=""""",,"=""2028.76""","=""191536.8""","=""3s2.3p2""","=""3P""","=""2""","=""3s.3p3""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,3,"=""52.8040""","=""0.0020""","=""52.803655""","=""0.000007""","=""6""","=""""",,"=""0.000""","=""189380.83""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).3d""","=""3P*""","=""2""",,"=""""","=""L9366""",
Ar,4,"=""52.8637""","=""0.0002""","=""52.86399""","=""0.00012""","=""120""","=""""",,"=""34854.6""","=""224019.3""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s.3p4""","=""2P""","=""1/2""",,"=""""","=""L11588""",
Ar,2,"=""52.8640""","=""0.0003""","=""52.8651183""","=""0.0000003""","=""0.5""","=""""",,"=""1431.5831""","=""190592.2306""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,9,"=""52.8901""","=""0.0005""","=""52.8901""","=""0.0006""","=""100""","=""""",,"=""2196102.7""","=""2385174.0""","=""2s2.2p5.3p""","=""3P""","=""1""","=""2s2.2p5.3d""","=""3D*""","=""2""",,"=""""","=""L11815""",
Ar,4,"=""52.9132""","=""0.0002""","=""52.91372""","=""0.00013""","=""160""","=""""",,"=""35032.4""","=""224019.3""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s.3p4""","=""2P""","=""1/2""",,"=""""","=""L11588""",
Ar,9,"=""52.9629""","=""0.0005""","=""52.9631""","=""0.0007""","=""250""","=""""",,"=""2169967.2""","=""2358778.""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""3F*""","=""4""",,"=""""","=""L11815""",
Ar,3,"=""52.99005""","=""0.00010""","=""52.989994""","=""0.000004""","=""450""","=""""",,"=""0.000""","=""188714.875""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""3""",,"=""""","=""L8114""",
Ar,9,"=""52.9998""","=""0.0005""","=""52.9997""","=""0.0007""","=""50""","=""""",,"=""2192277.8""","=""2380958.""","=""2s2.2p5.3p""","=""3P""","=""0""","=""2s2.2p5.3d""","=""3D*""","=""1""",,"=""""","=""L11815""",
Ar,3,"=""53.0460""","=""0.0020""","=""53.045374""","=""0.000006""","=""6""","=""""",,"=""0.000""","=""188517.853""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).3d""","=""3P*""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""53.0494""","=""0.0003""","=""53.0495398""","=""0.0000003""","=""1p""","=""""",,"=""1431.5831""","=""189934.6322""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,9,"=""53.0656""","=""0.0005""","=""53.0662""","=""0.0006""","=""150""","=""""",,"=""2182215.2""","=""2370659.""","=""2s2.2p5.3p""","=""3P""","=""2""","=""2s2.2p5.3d""","=""1F*""","=""3""",,"=""""","=""L11815""",
Ar,3,"=""53.1160""","=""0.0020""","=""53.115585""","=""0.000008""","=""6""","=""""",,"=""1112.17""","=""189380.83""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).3d""","=""3P*""","=""2""",,"=""""","=""L9366""",
Ar,4,"=""53.1627""","=""0.0002""","=""53.16279""","=""0.00010""","=""120""","=""""",,"=""34854.6""","=""222956.1""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s.3p4""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,4,"=""53.2128""","=""0.0002""","=""53.21309""","=""0.00010""","=""400""","=""""",,"=""35032.4""","=""222956.1""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s.3p4""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,3,"=""53.2410""","=""0.0002""","=""53.241350""","=""0.000005""","=""350""","=""""",,"=""0.000""","=""187823.939""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""2""",,"=""""","=""L11588""",
Ar,2,"=""53.3082""","=""0.0003""","=""53.30793365""","=""0.00000023""","=""1""","=""""",,"=""0.0000""","=""187589.3383""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2F""","=""5/2""",,"=""""","=""L16202""",
Ar,3,"=""53.3630""","=""0.0020""","=""53.360175""","=""0.000007""","=""3""","=""""",,"=""1112.17""","=""188517.853""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).3d""","=""3P*""","=""1""",,"=""""","=""L9366""",
Ar,9,"=""53.3820""","=""0.0010""","=""53.3823""","=""0.0007""","=""25""","=""""",,"=""2195049.5""","=""2382377.6""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.3d""","=""1D*""","=""2""",,"=""""","=""L11815""",
Ar,9,"=""53.397""","=""0.004""","=""53.394""","=""0.007""","=""190""","=""""",,"=""2851627.""","=""3038915""","=""2s2.2p5.4f""","=""1F""","=""3""","=""2s2.2p5.5d""","=""3F*""","=""3""",,"=""""","=""L6734""",
Ar,3,"=""53.4268""","=""0.0002""","=""53.426788""","=""0.000005""","=""50""","=""""",,"=""0.000""","=""187172.022""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""",,"=""""","=""L11588""",
Ar,3,"=""53.4920""","=""0.0020""","=""53.490918""","=""0.000007""","=""3""","=""""",,"=""1570.23""","=""188517.853""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2P*).3d""","=""3P*""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""53.5072""","=""0.0003""","=""53.50711322""","=""0.00000026""","=""0.5""","=""""",,"=""0.0000""","=""186891.0393""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""5/2""",,"=""""","=""L16202""",
Ar,3,"=""53.55881""","=""0.00010""","=""53.558488""","=""0.000006""","=""350""","=""""",,"=""1112.17""","=""187823.939""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""2""",,"=""""","=""L8114""",
Ar,3,"=""53.5790""","=""0.0020""","=""53.57829""","=""0.00011""","=""6""","=""""",,"=""33265.7""","=""219908.474""","=""3s2.3p4""","=""1S""","=""0""","=""3s2.3p3.(2D*).3d""","=""1P*""","=""1""",,"=""""","=""L9366""",
Ar,9,"=""53.645""","=""0.004""","=""53.6841""","=""0.0007""","=""110""","=""""",,"=""2196102.7""","=""2382377.6""","=""2s2.2p5.3p""","=""3P""","=""1""","=""2s2.2p5.3d""","=""1D*""","=""2""",,"=""""","=""L6734""",
Ar,3,"=""53.67451""","=""0.00010""","=""53.674580""","=""0.000023""","=""""","=""""",,"=""14010.00""","=""200317.933""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).3d""","=""1F*""","=""3""",,"=""""","=""L8114""",
Ar,5,"=""53.6750""","=""0.0010""","=""53.6750""","=""0.0012""","=""2""","=""""",,"=""37912.4""","=""224219.""","=""3s2.3p2""","=""1S""","=""0""","=""3s2.3p.3d""","=""3D*""","=""1""",,"=""""","=""L11501""",
Ar,2,"=""53.7140""","=""0.0003""","=""53.7139625""","=""0.0000003""","=""1""","=""""",,"=""0.0000""","=""186171.3330""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""",,"=""""","=""L16202""",
Ar,10,"=""53.728""","=""0.004""","=""53.728""","=""0.006""","=""50""","=""""",,"=""2410292.""","=""2596415.""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",,"=""""","=""L11349""",
Ar,2,"=""53.7421""","=""0.0003""","=""53.74193325""","=""0.00000023""","=""0.5p""","=""""",,"=""0.0000""","=""186074.4375""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""",,"=""""","=""L16202""",
Ar,3,"=""53.74622""","=""0.00010""","=""53.746146""","=""0.000006""","=""300""","=""""",,"=""1112.17""","=""187172.022""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""",,"=""""","=""L8114""",
Ar,12,"=""53.80""","=""0.10""","=""53.80""","=""0.19""","=""2.07""","=""""",,"=""2956650""","=""3142510""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""""","=""L16105""",
Ar,10,"=""53.829""","=""0.004""","=""53.824""","=""0.005""","=""100*""","=""""",,"=""2382375.""","=""2568167.""","=""2s2.2p4.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""L11349""",
Ar,10,"=""53.829""","=""0.004""","=""53.836""","=""0.007""","=""100*""","=""""",,"=""2380288.""","=""2566036""","=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",,"=""""","=""L11349""",
Ar,3,"=""53.8350""","=""0.0020""","=""53.834811""","=""0.000023""","=""6""","=""""",,"=""14010.00""","=""199763.4147""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).4s""","=""1D*""","=""2""",,"=""""","=""L9366""",
Ar,3,"=""53.87890""","=""0.00010""","=""53.878790""","=""0.000006""","=""300""","=""""",,"=""1570.23""","=""187172.022""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""",,"=""""","=""L8114""",
